' Device: 0018; Hardware: v03.07.02; Firmware: v03.07.02; Ain: 3.300V F.S. x1 Gain
' Test ID: 0
' Run Started: 17/11(Nov)/2022 09:41:49
' Scan Freq (Hz): 250
' Log Time (sec): 120; Delay Time (sec): 10; Clock Adj.: 1.000000
' 
' Time,DateTime,Scan,X1-X,X1-Y,X1-Z,X2-X,X2-Y,X2-Z,G2-X,G2-Y,G2-Z,Ain
' (Sec),(Serial),Number,(g),(g),(g),(g),(g),(g),(°/sec),(°/sec),(°/sec),(ADc)
92.6120,44882.4052270255,23153,-0.15,2.20,0.54,-0.14,2.34,0.42,83.6,59.9,-292.8,-3
92.6160,44882.4052270718,23154,-0.15,2.10,0.54,-0.08,2.28,0.43,79.1,54.1,-287.8,-3
92.6200,44882.4052271181,23155,-0.05,2.10,0.59,0.00,2.20,0.42,73.2,46.3,-282.1,-3
92.6240,44882.4052271644,23156,0.00,2.05,0.63,0.11,2.13,0.42,67.5,38.7,-278.3,-3
92.6280,44882.4052272107,23157,0.10,1.95,0.59,0.23,2.05,0.41,58.9,27.1,-273.7,-3
92.6320,44882.405227257,23158,0.24,1.76,0.63,0.33,1.98,0.40,51.4,16.7,-269.8,-3
92.6360,44882.4052273033,23159,0.29,1.80,0.68,0.45,1.87,0.38,41.5,2.0,-265.3,-3
92.6400,44882.4052273496,23160,0.44,1.71,0.59,0.49,1.83,0.36,30.4,-15.1,-260.3,-3
92.6440,44882.4052273959,23161,0.54,1.66,0.59,0.59,1.82,0.32,22.8,-29.5,-256.0,-3
92.6480,44882.4052274422,23162,0.59,1.66,0.44,0.63,1.80,0.28,14.9,-45.1,-250.8,-3
92.6520,44882.4052274885,23163,0.59,1.66,0.44,0.64,1.80,0.22,6.3,-64.1,-243.7,-3
92.6560,44882.4052275348,23164,0.59,1.66,0.39,0.67,1.79,0.16,-1.5,-81.8,-236.2,-3
92.6600,44882.4052275811,23165,0.68,1.66,0.29,0.68,1.79,0.13,-6.0,-95.7,-229.2,-3
92.6640,44882.4052276274,23166,0.59,1.56,0.34,0.68,1.74,0.09,-13.7,-109.0,-220.1,-3
92.6680,44882.4052276737,23167,0.73,1.66,0.39,0.78,1.76,0.06,-19.9,-119.6,-213.5,-3
92.6720,44882.40522772,23168,0.83,1.71,0.29,0.98,1.95,0.08,-27.2,-134.4,-210.2,-3
92.6760,44882.4052277662,23169,1.12,2.00,0.34,1.11,2.11,0.16,-27.5,-147.8,-207.5,-3
92.6800,44882.4052278125,23170,1.12,2.24,0.34,1.15,2.38,0.25,-19.8,-166.2,-203.3,-3
92.6840,44882.4052278588,23171,1.07,2.44,0.54,1.08,2.64,0.39,-4.9,-179.4,-194.9,-3
92.6880,44882.4052279051,23172,0.98,2.63,0.73,0.92,2.77,0.46,7.8,-184.0,-184.5,-3
92.6920,44882.4052279514,23173,0.83,2.59,0.78,0.81,2.72,0.61,20.4,-180.1,-167.4,-3
92.6960,44882.4052279977,23174,0.68,2.49,0.83,0.72,2.58,0.68,25.8,-171.0,-151.0,-3
92.7000,44882.405228044,23175,0.59,2.29,0.98,0.66,2.32,0.78,26.8,-153.7,-127.3,-3
92.7040,44882.4052280903,23176,0.63,2.10,0.98,0.66,2.11,0.80,24.5,-135.6,-104.9,-3
92.7080,44882.4052281366,23177,0.63,1.80,1.07,0.67,1.86,0.79,19.4,-111.6,-75.0,-3
92.7120,44882.4052281829,23178,0.59,1.56,0.98,0.65,1.64,0.78,14.2,-91.7,-49.3,-3
92.7160,44882.4052282292,23179,-0.15,1.07,0.68,-0.72,1.08,0.33,1.5,-51.4,-8.4,-3
92.7200,44882.4052282755,23180,-0.93,0.88,0.49,-1.06,0.88,0.48,-21.7,49.3,49.3,-3
92.7240,44882.4052283218,23181,-0.29,1.56,0.44,-0.48,1.82,0.36,-94.4,144.4,130.4,-3
92.7280,44882.4052283681,23182,-0.63,1.46,0.63,-0.85,1.50,0.55,-121.4,233.3,168.8,-2
92.7320,44882.4052284144,23183,0.34,0.20,0.44,1.01,-0.09,0.00,-127.2,265.2,183.9,-2
92.7360,44882.4052284607,23184,1.56,-0.88,-0.24,1.47,-0.79,-0.51,-132.0,229.4,209.3,-2
92.7400,44882.405228507,23185,0.34,-0.34,-0.54,-0.06,-0.23,-0.95,-142.4,245.9,231.1,-2
92.7440,44882.4052285533,23186,-1.12,1.27,-1.41,-1.46,1.99,-1.76,-170.6,326.6,271.8,-2
92.7480,44882.4052285996,23187,-1.76,2.54,-1.56,-1.97,2.94,-1.86,-146.4,347.9,254.1,-2
92.7520,44882.4052286459,23188,-2.05,1.51,-1.22,-2.16,1.39,-1.35,-73.1,317.9,208.0,-2
92.7560,44882.4052286922,23189,-1.61,0.63,-0.59,-1.51,0.69,-0.81,-38.5,274.3,179.3,-2
92.7600,44882.4052287385,23190,-0.59,0.59,-0.49,-0.61,0.85,-0.87,-39.9,278.6,208.6,-2
92.7640,44882.4052287848,23191,0.05,0.78,-0.98,0.19,0.94,-1.17,-51.7,297.0,235.9,-2
92.7680,44882.4052288311,23192,1.41,1.46,-2.20,1.57,1.88,-2.56,-19.0,302.5,245.6,-2
92.7720,44882.4052288774,23193,0.88,2.44,-2.73,0.90,2.80,-3.13,36.1,363.5,222.5,-2
92.7760,44882.4052289237,23194,2.73,2.49,-2.63,3.23,2.44,-2.71,87.5,187.9,122.5,-2
92.7800,44882.40522897,23195,3.46,1.37,-1.61,3.70,1.36,-1.74,131.1,99.9,91.9,-2
92.7840,44882.4052290163,23196,2.98,0.98,-0.78,2.77,1.02,-1.04,106.2,94.5,104.1,-2
92.7880,44882.4052290625,23197,1.02,1.22,-0.54,0.42,1.69,-0.95,102.1,114.6,111.3,-2
92.7920,44882.4052291088,23198,-0.49,1.80,-0.68,-0.59,1.87,-0.79,97.5,91.3,79.4,-2
92.7960,44882.4052291551,23199,-0.63,1.41,-0.68,-0.75,1.52,-1.02,80.6,51.8,24.1,-2
92.8000,44882.4052292014,23200,-0.39,0.63,-0.63,-0.40,0.76,-0.96,61.1,38.0,0.2,-2
92.8040,44882.4052292477,23201,-0.05,0.54,-0.83,0.10,0.60,-1.15,35.5,36.7,-1.1,-2
92.8080,44882.405229294,23202,0.39,0.49,-1.07,0.50,0.57,-1.36,30.6,22.6,1.9,-2
92.8120,44882.4052293403,23203,0.63,0.49,-1.07,0.64,0.47,-1.19,28.9,3.3,3.6,-2
92.8160,44882.4052293866,23204,0.39,0.44,-0.93,0.50,0.42,-1.14,14.7,-13.5,-3.7,-2
92.8200,44882.4052294329,23205,0.20,0.54,-0.68,0.16,0.54,-0.97,6.1,-22.1,-12.4,-2
92.8240,44882.4052294792,23206,-0.05,0.54,-0.59,-0.08,0.64,-0.86,1.1,-29.8,-21.1,-2
92.8280,44882.4052295255,23207,-0.10,0.54,-0.49,-0.13,0.67,-0.82,-1.2,-37.2,-27.5,-2
92.8320,44882.4052295718,23208,-0.15,0.54,-0.44,-0.11,0.58,-0.85,-1.4,-42.9,-29.3,-1
92.8360,44882.4052296181,23209,-0.10,0.49,-0.54,-0.15,0.51,-0.82,-1.8,-46.5,-31.4,-1
92.8400,44882.4052296644,23210,-0.15,0.49,-0.59,-0.30,0.49,-0.76,-0.1,-48.8,-32.3,-1
92.8440,44882.4052297107,23211,-0.24,0.44,-0.39,-0.42,0.47,-0.71,0.8,-48.6,-31.7,-1
92.8480,44882.405229757,23212,-0.39,0.54,-0.34,-0.60,0.47,-0.66,3.3,-44.8,-29.6,-1
92.8520,44882.4052298033,23213,-0.63,0.39,-0.34,-0.68,0.44,-0.66,4.5,-39.8,-27.9,-1
92.8560,44882.4052298496,23214,-0.59,0.39,-0.34,-0.67,0.44,-0.68,4.8,-34.1,-25.6,-1
92.8600,44882.4052298959,23215,-0.49,0.39,-0.44,-0.64,0.44,-0.71,5.9,-29.9,-22.4,-1
92.8640,44882.4052299422,23216,-0.49,0.44,-0.49,-0.60,0.45,-0.75,7.1,-24.1,-18.8,-1
92.8680,44882.4052299885,23217,-0.54,0.39,-0.39,-0.59,0.44,-0.76,6.9,-19.6,-14.4,-1
92.8720,44882.4052300348,23218,-0.54,0.44,-0.49,-0.66,0.50,-0.74,8.3,-15.3,-11.1,-1
92.8760,44882.4052300811,23219,-0.59,0.49,-0.39,-0.73,0.52,-0.74,9.1,-9.8,-7.3,-1
92.8800,44882.4052301274,23220,-0.63,0.49,-0.44,-0.80,0.53,-0.72,8.6,-2.4,-1.9,-1
92.8840,44882.4052301737,23221,-0.73,0.49,-0.44,-0.80,0.53,-0.72,10.0,5.2,3.0,-1
92.8880,44882.40523022,23222,-0.63,0.49,-0.44,-0.73,0.52,-0.73,9.7,11.4,7.7,-1
92.8920,44882.4052302663,23223,-0.54,0.54,-0.44,-0.61,0.53,-0.75,10.9,17.3,12.9,-1
92.8960,44882.4052303126,23224,-0.39,0.54,-0.54,-0.50,0.53,-0.75,13.1,21.5,15.6,-1
92.9000,44882.4052303588,23225,-0.29,0.54,-0.54,-0.40,0.54,-0.75,14.1,25.0,19.3,-1
92.9040,44882.4052304051,23226,-0.20,0.44,-0.39,-0.36,0.52,-0.77,15.7,25.7,20.1,-1
92.9080,44882.4052304514,23227,-0.20,0.49,-0.49,-0.29,0.55,-0.79,16.7,26.4,19.9,-1
92.9120,44882.4052304977,23228,-0.15,0.44,-0.54,-0.27,0.52,-0.80,17.6,25.7,19.6,-1
92.9160,44882.405230544,23229,-0.15,0.44,-0.54,-0.24,0.50,-0.82,17.0,24.2,20.7,-1
92.9200,44882.4052305903,23230,-0.15,0.54,-0.63,-0.21,0.51,-0.84,17.0,21.6,19.9,-1
92.9240,44882.4052306366,23231,-0.15,0.44,-0.49,-0.17,0.48,-0.87,15.9,19.3,19.1,-1
92.9280,44882.4052306829,23232,-0.15,0.54,-0.59,-0.15,0.50,-0.88,14.1,16.1,17.2,-1
92.9320,44882.4052307292,23233,-0.05,0.44,-0.68,-0.15,0.51,-0.89,12.6,12.9,15.3,-1
92.9360,44882.4052307755,23234,-0.15,0.44,-0.59,-0.15,0.52,-0.90,9.6,8.3,13.7,-1
92.9400,44882.4052308218,23235,-0.15,0.44,-0.63,-0.18,0.52,-0.87,8.5,5.1,11.6,-1
92.9440,44882.4052308681,23236,-0.15,0.44,-0.59,-0.22,0.50,-0.87,5.6,2.5,9.6,-1
92.9480,44882.4052309144,23237,-0.20,0.49,-0.59,-0.25,0.49,-0.86,3.1,0.2,7.9,-1
92.9520,44882.4052309607,23238,-0.15,0.44,-0.54,-0.21,0.49,-0.87,1.5,-2.6,6.5,-1
92.9560,44882.405231007,23239,-0.15,0.49,-0.59,-0.20,0.50,-0.86,-0.8,-4.1,4.5,-1
92.9600,44882.4052310533,23240,-0.15,0.49,-0.63,-0.18,0.49,-0.86,-2.2,-6.8,2.9,-1
92.9640,44882.4052310996,23241,-0.15,0.44,-0.44,-0.19,0.50,-0.86,-4.1,-10.0,1.4,-1
92.9680,44882.4052311459,23242,-0.20,0.39,-0.49,-0.21,0.48,-0.86,-6.1,-11.3,0.4,-1
92.9720,44882.4052311922,23243,-0.15,0.39,-0.54,-0.25,0.48,-0.85,-6.4,-12.6,0.3,-1
92.9760,44882.4052312385,23244,-0.20,0.49,-0.63,-0.32,0.48,-0.82,-9.2,-13.7,0.3,-1
92.9800,44882.4052312848,23245,-0.20,0.44,-0.54,-0.37,0.47,-0.83,-8.7,-14.2,0.9,-1
92.9840,44882.4052313311,23246,-0.29,0.44,-0.54,-0.40,0.48,-0.80,-11.1,-13.8,2.0,-1
92.9880,44882.4052313774,23247,-0.24,0.44,-0.44,-0.41,0.50,-0.81,-10.7,-12.2,3.3,-1
92.9920,44882.4052314237,23248,-0.34,0.49,-0.54,-0.42,0.50,-0.79,-10.4,-10.8,4.4,-1
92.9960,44882.40523147,23249,-0.44,0.44,-0.59,-0.45,0.50,-0.78,-10.9,-8.7,5.2,-1
93.0000,44882.4052315162,23250,-0.24,0.49,-0.39,-0.42,0.49,-0.79,-10.7,-6.7,7.4,-1
93.0040,44882.4052315625,23251,-0.29,0.49,-0.49,-0.43,0.49,-0.77,-9.2,-4.9,8.7,-1
93.0080,44882.4052316088,23252,-0.24,0.49,-0.44,-0.42,0.49,-0.78,-9.2,-2.5,11.0,-1
93.0120,44882.4052316551,23253,-0.34,0.44,-0.49,-0.43,0.52,-0.76,-8.3,-0.5,13.2,-1
93.0160,44882.4052317014,23254,-0.24,0.44,-0.59,-0.42,0.52,-0.78,-6.7,1.8,14.5,-1
93.0200,44882.4052317477,23255,-0.24,0.44,-0.54,-0.40,0.51,-0.77,-6.5,3.0,16.0,-1
93.0240,44882.405231794,23256,-0.20,0.49,-0.54,-0.37,0.51,-0.80,-5.4,4.7,17.0,-1
93.0280,44882.4052318403,23257,-0.20,0.49,-0.44,-0.32,0.50,-0.80,-5.3,4.9,17.7,-1
93.0320,44882.4052318866,23258,-0.24,0.39,-0.49,-0.32,0.50,-0.80,-5.6,4.8,17.5,-1
93.0360,44882.4052319329,23259,-0.15,0.49,-0.44,-0.32,0.51,-0.82,-5.4,5.5,17.6,-1
93.0400,44882.4052319792,23260,-0.15,0.49,-0.54,-0.27,0.54,-0.82,-5.5,4.6,18.2,-1
93.0440,44882.4052320255,23261,-0.20,0.49,-0.54,-0.22,0.54,-0.83,-6.1,3.5,17.7,-1
93.0480,44882.4052320718,23262,-0.15,0.44,-0.59,-0.24,0.52,-0.82,-5.6,3.3,16.5,-1
93.0520,44882.4052321181,23263,-0.29,0.39,-0.59,-0.29,0.52,-0.82,-6.3,2.1,16.0,-1
93.0560,44882.4052321644,23264,-0.15,0.54,-0.54,-0.26,0.52,-0.84,-7.0,1.1,15.4,-1
93.0600,44882.4052322107,23265,-0.15,0.54,-0.49,-0.26,0.53,-0.83,-7.4,0.7,14.9,-1
93.0640,44882.405232257,23266,-0.15,0.44,-0.59,-0.32,0.50,-0.85,-7.2,-0.5,15.2,-1
93.0680,44882.4052323033,23267,-0.20,0.44,-0.59,-0.31,0.52,-0.82,-9.0,-0.7,15.0,-1
93.0720,44882.4052323496,23268,-0.15,0.44,-0.44,-0.32,0.52,-0.82,-10.7,-0.5,14.9,-1
93.0760,44882.4052323959,23269,-0.20,0.49,-0.49,-0.29,0.50,-0.83,-10.0,-1.3,16.6,-1
93.0800,44882.4052324422,23270,-0.24,0.54,-0.59,-0.34,0.51,-0.81,-10.8,-0.7,15.6,-1
93.0840,44882.4052324885,23271,-0.29,0.49,-0.54,-0.32,0.51,-0.82,-12.0,-0.8,16.0,-1
93.0880,44882.4052325348,23272,-0.20,0.44,-0.49,-0.31,0.52,-0.81,-12.3,-0.3,15.3,-1
93.0920,44882.4052325811,23273,-0.20,0.44,-0.59,-0.36,0.53,-0.81,-13.6,-0.7,17.3,-1
93.0960,44882.4052326274,23274,-0.24,0.49,-0.54,-0.35,0.53,-0.81,-14.5,1.6,18.7,-1
93.1000,44882.4052326737,23275,-0.29,0.49,-0.54,-0.36,0.56,-0.79,-14.7,1.6,18.1,-1
93.1040,44882.40523272,23276,-0.20,0.54,-0.49,-0.34,0.57,-0.81,-14.5,2.6,18.3,-1
93.1080,44882.4052327663,23277,-0.20,0.49,-0.54,-0.31,0.56,-0.81,-14.3,2.7,19.8,-1
93.1120,44882.4052328125,23278,-0.15,0.44,-0.54,-0.32,0.55,-0.80,-14.7,2.2,19.6,-1
93.1160,44882.4052328588,23279,-0.20,0.54,-0.49,-0.29,0.53,-0.81,-15.6,2.6,20.0,-1
93.1200,44882.4052329051,23280,-0.20,0.54,-0.54,-0.28,0.54,-0.82,-15.6,3.5,19.7,-1
93.1240,44882.4052329514,23281,-0.15,0.49,-0.59,-0.27,0.54,-0.80,-15.8,2.0,21.0,-1
93.1280,44882.4052329977,23282,-0.20,0.54,-0.49,-0.32,0.55,-0.80,-16.7,2.0,20.5,-1
93.1320,44882.405233044,23283,-0.20,0.49,-0.54,-0.31,0.54,-0.80,-16.9,2.8,19.8,-1
93.1360,44882.4052330903,23284,-0.15,0.49,-0.54,-0.30,0.54,-0.82,-18.4,3.0,20.9,-1
93.1400,44882.4052331366,23285,-0.15,0.49,-0.59,-0.28,0.52,-0.81,-18.9,3.5,21.5,-1
93.1440,44882.4052331829,23286,-0.20,0.49,-0.49,-0.28,0.52,-0.84,-20.2,2.7,21.5,-1
93.1480,44882.4052332292,23287,-0.24,0.49,-0.63,-0.29,0.53,-0.82,-21.2,2.1,21.6,-1
93.1520,44882.4052332755,23288,-0.15,0.49,-0.44,-0.29,0.56,-0.82,-22.8,2.6,21.4,-1
93.1560,44882.4052333218,23289,-0.15,0.54,-0.49,-0.27,0.55,-0.82,-24.1,2.1,20.6,-1
93.1600,44882.4052333681,23290,-0.15,0.54,-0.59,-0.26,0.56,-0.81,-26.0,1.7,21.3,-1
93.1640,44882.4052334144,23291,-0.15,0.54,-0.63,-0.26,0.56,-0.83,-26.7,0.6,21.3,-1
93.1680,44882.4052334607,23292,-0.20,0.54,-0.54,-0.27,0.55,-0.82,-28.5,0.0,20.6,-1
93.1720,44882.405233507,23293,-0.15,0.54,-0.54,-0.29,0.56,-0.82,-29.8,-0.2,20.0,-1
93.1760,44882.4052335533,23294,-0.20,0.54,-0.59,-0.26,0.56,-0.82,-31.5,0.0,19.8,-1
93.1800,44882.4052335996,23295,-0.20,0.49,-0.59,-0.25,0.56,-0.83,-32.6,-1.1,19.6,-1
93.1840,44882.4052336459,23296,-0.15,0.49,-0.54,-0.26,0.57,-0.83,-33.8,-1.6,19.5,-1
93.1880,44882.4052336922,23297,-0.15,0.54,-0.63,-0.24,0.55,-0.83,-35.3,-3.6,20.0,-1
93.1920,44882.4052337385,23298,-0.20,0.49,-0.54,-0.28,0.52,-0.83,-38.1,-3.4,19.0,-1
93.1960,44882.4052337848,23299,-0.20,0.49,-0.54,-0.28,0.54,-0.83,-39.6,-3.9,19.6,-1
93.2000,44882.4052338311,23300,-0.15,0.54,-0.49,-0.27,0.54,-0.83,-41.3,-3.9,19.5,-1
93.2040,44882.4052338774,23301,-0.20,0.54,-0.63,-0.30,0.55,-0.81,-42.4,-3.6,19.9,-1
93.2080,44882.4052339237,23302,-0.24,0.49,-0.49,-0.28,0.57,-0.81,-44.2,-3.6,20.8,-1
93.2120,44882.40523397,23303,-0.20,0.49,-0.63,-0.23,0.56,-0.84,-45.9,-4.8,22.7,-1
93.2160,44882.4052340163,23304,-0.24,0.49,-0.54,-0.31,0.57,-0.81,-47.5,-5.0,22.5,-1
93.2200,44882.4052340625,23305,-0.15,0.49,-0.59,-0.31,0.56,-0.83,-49.6,-4.8,21.9,-1
93.2240,44882.4052341088,23306,-0.24,0.54,-0.63,-0.28,0.57,-0.84,-51.1,-4.5,23.0,-1
93.2280,44882.4052341551,23307,-0.15,0.54,-0.54,-0.31,0.56,-0.83,-53.3,-3.8,23.9,-1
93.2320,44882.4052342014,23308,-0.15,0.54,-0.59,-0.33,0.56,-0.83,-55.8,-2.3,24.2,-1
93.2360,44882.4052342477,23309,-0.20,0.54,-0.63,-0.32,0.57,-0.82,-58.3,-2.2,25.3,-1
93.2400,44882.405234294,23310,-0.20,0.49,-0.54,-0.26,0.56,-0.83,-59.7,-2.2,27.1,-1
93.2440,44882.4052343403,23311,-0.24,0.54,-0.54,-0.34,0.55,-0.81,-63.1,-3.1,27.1,-1
93.2480,44882.4052343866,23312,-0.34,0.54,-0.59,-0.34,0.58,-0.82,-64.9,-1.9,28.8,-1
93.2520,44882.4052344329,23313,-0.24,0.54,-0.54,-0.36,0.58,-0.80,-67.7,-1.8,30.1,-1
93.2560,44882.4052344792,23314,-0.20,0.49,-0.59,-0.33,0.59,-0.83,-70.0,-0.3,31.1,-1
93.2600,44882.4052345255,23315,-0.20,0.54,-0.54,-0.32,0.58,-0.84,-72.5,-0.6,32.3,-1
93.2640,44882.4052345718,23316,-0.15,0.49,-0.49,-0.31,0.59,-0.82,-75.4,-0.6,34.0,-1
93.2680,44882.4052346181,23317,-0.15,0.54,-0.54,-0.29,0.59,-0.83,-78.6,-0.5,35.9,-1
93.2720,44882.4052346644,23318,-0.15,0.54,-0.59,-0.29,0.60,-0.84,-81.8,-0.1,36.5,-1
93.2760,44882.4052347107,23319,-0.15,0.54,-0.59,-0.30,0.58,-0.84,-84.9,-0.5,35.9,-1
93.2800,44882.405234757,23320,-0.24,0.54,-0.59,-0.30,0.60,-0.83,-88.1,-1.1,35.9,-1
93.2840,44882.4052348033,23321,-0.15,0.54,-0.68,-0.26,0.61,-0.85,-92.8,-0.4,37.3,-1
93.2880,44882.4052348496,23322,-0.15,0.54,-0.63,-0.21,0.60,-0.85,-96.8,-1.4,38.1,-1
93.2920,44882.4052348959,23323,-0.15,0.54,-0.63,-0.20,0.60,-0.88,-101.3,-2.9,40.0,-1
93.2960,44882.4052349422,23324,-0.15,0.49,-0.54,-0.26,0.58,-0.85,-106.9,-5.7,39.1,-1
93.3000,44882.4052349885,23325,-0.20,0.54,-0.54,-0.30,0.59,-0.86,-112.2,-6.1,38.6,-1
93.3040,44882.4052350348,23326,-0.15,0.54,-0.59,-0.24,0.60,-0.86,-118.5,-7.0,39.9,-1
93.3080,44882.4052350811,23327,-0.15,0.49,-0.59,-0.25,0.62,-0.89,-124.5,-8.0,40.2,-1
93.3120,44882.4052351274,23328,-0.15,0.54,-0.73,-0.19,0.57,-0.93,-132.3,-12.5,41.3,-1
93.3160,44882.4052351737,23329,-0.15,0.54,-0.68,-0.25,0.58,-0.93,-138.9,-15.4,42.0,-1
93.3200,44882.40523522,23330,-0.24,0.54,-0.73,-0.31,0.59,-0.97,-150.7,-18.7,43.2,-1
93.3240,44882.4052352663,23331,-0.20,0.54,-0.63,-0.33,0.57,-0.96,-159.4,-21.3,45.2,-1
93.3280,44882.4052353125,23332,-0.24,0.54,-0.68,-0.39,0.59,-1.00,-170.3,-22.5,47.9,-1
93.3320,44882.4052353588,23333,-0.24,0.49,-0.73,-0.34,0.55,-0.97,-181.1,-25.9,51.5,-1
93.3360,44882.4052354051,23334,-0.34,0.54,-0.83,-0.37,0.58,-1.00,-192.6,-28.0,57.2,-1
93.3400,44882.4052354514,23335,-0.29,0.54,-0.68,-0.38,0.54,-0.97,-205.0,-31.8,62.9,-1
93.3440,44882.4052354977,23336,-0.29,0.54,-0.68,-0.43,0.56,-0.98,-218.5,-36.0,68.8,-1
93.3480,44882.405235544,23337,-0.34,0.54,-0.78,-0.43,0.59,-0.98,-233.8,-40.8,78.3,-1
93.3520,44882.4052355903,23338,-0.34,0.54,-0.68,-0.48,0.58,-1.00,-246.9,-46.0,84.9,-1
93.3560,44882.4052356366,23339,-0.49,0.54,-0.68,-0.56,0.56,-1.02,-265.0,-49.3,96.9,-1
93.3600,44882.4052356829,23340,-0.49,0.54,-0.68,-0.60,0.58,-1.01,-280.1,-54.4,106.4,-1
93.3640,44882.4052357292,23341,-0.59,0.54,-0.73,-0.65,0.59,-1.02,-300.0,-58.2,121.5,-1
93.3680,44882.4052357755,23342,-0.59,0.54,-0.83,-0.70,0.59,-1.03,-316.7,-60.7,135.4,-1
93.3720,44882.4052358218,23343,-0.63,0.54,-0.73,-0.78,0.68,-1.03,-336.2,-62.4,154.9,-1
93.3760,44882.4052358681,23344,-0.83,0.59,-0.83,-0.92,0.73,-1.06,-354.0,-60.2,177.7,-1
93.3800,44882.4052359144,23345,-0.98,0.59,-0.78,-1.07,0.80,-1.07,-364.9,-54.9,196.4,-1
93.3840,44882.4052359607,23346,-1.12,0.59,-0.73,-1.15,0.72,-0.98,-374.6,-49.5,214.2,-1
93.3880,44882.405236007,23347,-1.22,0.54,-0.68,-1.28,0.72,-0.96,-387.8,-39.4,237.4,-1
93.3920,44882.4052360533,23348,-1.22,0.63,-0.68,-1.27,0.86,-0.96,-398.5,-27.1,255.8,-1
93.3960,44882.4052360996,23349,-1.12,0.93,-0.68,-1.28,1.06,-1.04,-407.3,-13.7,281.7,-1
93.4000,44882.4052361459,23350,-1.37,1.22,-0.88,-1.53,1.43,-1.06,-404.3,7.8,312.6,-1
93.4040,44882.4052361922,23351,-1.66,1.51,-0.93,-1.72,1.69,-1.17,-395.8,29.2,333.6,-1
93.4080,44882.4052362385,23352,-1.90,1.85,-0.93,-2.14,1.98,-1.12,-371.2,65.2,357.1,-1
93.4120,44882.4052362848,23353,-2.05,1.90,-0.78,-2.21,2.06,-1.11,-350.0,98.7,368.9,-1
93.4160,44882.4052363311,23354,-2.10,2.00,-0.73,-2.10,2.14,-1.07,-320.0,130.3,361.7,-1
93.4200,44882.4052363774,23355,-1.90,2.10,-0.98,-1.93,2.29,-1.13,-291.8,148.0,346.6,-1
93.4240,44882.4052364237,23356,-1.66,2.34,-0.73,-1.67,2.67,-1.02,-265.2,176.7,331.5,0
93.4280,44882.40523647,23357,-0.98,2.39,-0.63,-0.86,2.33,-0.86,-241.6,192.4,317.3,0
93.4320,44882.4052365163,23358,-0.34,1.95,-0.49,-0.41,1.98,-0.78,-222.4,196.9,311.7,0
93.4360,44882.4052365625,23359,-0.05,1.71,-0.39,-0.04,1.75,-0.78,-219.5,191.5,300.7,0
93.4400,44882.4052366088,23360,-0.10,1.56,-0.78,-0.03,1.74,-1.13,-227.1,168.7,283.1,0
93.4440,44882.4052366551,23361,-0.20,1.66,-1.17,-0.33,1.88,-1.45,-205.5,144.1,256.8,0
93.4480,44882.4052367014,23362,-0.54,1.56,-1.27,-0.73,1.71,-1.42,-172.9,134.7,233.4,0
93.4520,44882.4052367477,23363,-0.88,1.22,-1.27,-0.99,1.33,-1.45,-121.5,134.5,196.0,0
93.4560,44882.405236794,23364,-1.07,1.02,-1.17,-1.20,1.19,-1.40,-89.5,128.6,159.3,0
93.4600,44882.4052368403,23365,-1.22,0.83,-1.07,-1.33,1.04,-1.31,-52.0,110.4,103.3,0
93.4640,44882.4052368866,23366,-1.41,0.73,-1.02,-1.44,0.84,-1.24,-25.1,96.9,60.1,0
93.4680,44882.4052369329,23367,-1.37,0.44,-0.88,-1.46,0.46,-1.11,5.0,87.4,13.7,0
93.4720,44882.4052369792,23368,-1.32,0.20,-0.78,-1.41,0.25,-0.97,16.4,89.7,-11.4,0
93.4760,44882.4052370255,23369,-1.17,0.05,-0.49,-1.25,0.01,-0.79,22.3,103.1,-26.5,0
93.4800,44882.4052370718,23370,-1.02,0.00,-0.29,-1.15,0.00,-0.69,17.1,108.3,-45.2,0
93.4840,44882.4052371181,23371,-1.02,0.00,-0.29,-1.11,0.14,-0.67,4.5,104.8,-60.0,0
93.4880,44882.4052371644,23372,-0.88,0.24,-0.39,-1.02,0.25,-0.78,-0.6,106.2,-71.4,-1
93.4920,44882.4052372107,23373,-0.88,0.20,-0.54,-0.91,0.23,-0.80,5.6,108.4,-81.3,-1
93.4960,44882.405237257,23374,-0.68,-0.05,-0.49,-0.81,-0.02,-0.69,16.2,107.3,-91.6,-1
93.5000,44882.4052373033,23375,-0.63,-0.20,-0.29,-0.73,-0.18,-0.60,16.7,100.0,-99.7,-1
93.5040,44882.4052373496,23376,-0.49,-0.24,-0.29,-0.59,-0.23,-0.54,13.0,90.1,-105.8,-1
93.5080,44882.4052373959,23377,-0.34,-0.15,-0.34,-0.48,-0.19,-0.55,9.2,83.0,-109.6,-1
93.5120,44882.4052374422,23378,-0.34,-0.15,-0.29,-0.41,-0.08,-0.58,8.3,75.7,-111.9,-1
93.5160,44882.4052374885,23379,-0.24,-0.10,-0.29,-0.36,-0.01,-0.60,8.4,68.6,-113.9,-1
93.5200,44882.4052375348,23380,-0.34,-0.05,-0.34,-0.32,0.06,-0.64,10.8,57.9,-117.7,-1
93.5240,44882.4052375811,23381,-0.20,0.10,-0.39,-0.32,0.10,-0.69,15.7,47.9,-120.4,-1
