' Device: 0018; Hardware: v03.07.02; Firmware: v03.07.02,,,,,,,,,,,
' Test ID: 0,,,,,,,,,,,
' Run Started: 11/06(Jun)/2022 18:13:26,,,,,,,,,,,
' Scan Freq (Hz): 2000,,,,,,,,,,,
' Log Time (sec): 60; Delay Time (sec): 30; Clock Adj.: 1.000000,,,,,,,,,,,
' ,,,,,,,,,,,
' Time,DateTime,Scan,X1-X,X1-Y,X1-Z,X2-X,X2-Y,X2-Z,G2-X,G2-Y,G2-Z
' (Sec),(Serial),Number,(g),(g),(g),(g),(g),(g),(°/sec),(°/sec),(°/sec)
26.8465,44723.75999,53693,0.15,-0.05,0.78,0.02,0,1.02,-1.7,-1,0.4
26.847,44723.75999,53694,0.15,-0.05,1.27,0.02,0,1.02,-1.2,0.7,-1.2
26.8475,44723.75999,53695,-0.15,0.15,1.07,0.01,0.01,1.01,-2,1.6,4.6
26.848,44723.75999,53696,-0.05,0.24,0.88,0.03,0.01,1.02,0.2,-0.9,0.2
26.8485,44723.75999,53697,-0.05,-0.05,1.07,0.01,0.01,1,1.8,-1.1,-1.6
26.849,44723.75999,53698,0.05,-0.05,1.07,0.01,0,1.01,-0.6,-0.6,-3.9
26.8495,44723.75999,53699,0.05,-0.05,0.98,0.01,0,1.02,-1.6,1,2.2
26.85,44723.75999,53700,-0.15,-0.05,0.98,0.01,0.01,1.01,-2.6,0.2,1.7
26.8505,44723.75999,53701,-0.15,-0.15,1.07,0,0.02,1.01,-1.2,0.1,-0.2
26.851,44723.75999,53702,-0.05,-0.05,1.17,0.03,0,1.01,0.6,-0.4,-0.1
26.8515,44723.75999,53703,-0.15,-0.24,1.27,0.01,0.01,1.03,0,-0.4,-1.6
26.852,44723.75999,53704,-0.05,0.05,0.88,0.01,0,1,0.4,0.1,0.4
26.8525,44723.75999,53705,-0.15,0.15,0.98,0.03,0,1.01,-0.5,-1.3,1.1
26.853,44723.75999,53706,-0.15,0.15,0.88,0.02,0,1.02,-0.9,-0.6,-0.5
26.8535,44723.75999,53707,0.15,0.24,1.27,0.01,-0.01,1.01,0.4,4.1,-1.3
26.854,44723.75999,53708,-0.15,0.15,1.07,0.01,0,1.03,0.5,1.3,-0.9
26.8545,44723.75999,53709,-0.15,-0.05,1.07,0.01,0,1.02,1.5,0,2.2
26.855,44723.75999,53710,0.15,-0.05,1.07,0.02,0.01,1.02,-0.7,2.1,-1.7
26.8555,44723.75999,53711,-0.05,0.05,0.78,0.02,0,1.02,-0.6,1.3,-0.5
26.856,44723.75999,53712,-0.05,-0.15,1.17,0.02,-0.01,1.02,-2.8,-0.6,-1.6
26.8565,44723.75999,53713,0.05,-0.05,0.49,0.02,0,1.03,-0.1,1.1,0.9
26.857,44723.75999,53714,-0.05,-0.15,0.88,0.02,0.02,1.01,2.1,1.3,-1.2
26.8575,44723.75999,53715,0.15,-0.05,0.78,0.01,0,1,-2.6,1.1,-0.5
26.858,44723.75999,53716,0.24,0.15,0.68,0.02,0,1,0,1.2,0.5
26.8585,44723.75999,53717,-0.15,-0.15,1.07,0.02,0,1.01,-1.2,-0.9,1.2
26.859,44723.75999,53718,-0.15,0.05,0.88,0.01,0.01,1.01,-0.7,2.1,-1
26.8595,44723.75999,53719,-0.15,0.05,1.17,0.01,0,1.01,-0.4,2.6,0.4
26.86,44723.75999,53720,-0.15,0.15,0.88,0.01,0.02,1.03,-1.1,-1.5,-1.7
26.8605,44723.75999,53721,0.15,0.15,0.78,0.01,0.01,1.03,0,-0.1,-0.9
26.861,44723.75999,53722,-0.05,-0.24,1.07,0.02,0.02,1.03,0.2,0.6,1.1
26.8615,44723.75999,53723,0.05,0.05,1.07,0.01,0.01,1.02,0.1,1,2.1
26.862,44723.75999,53724,0.24,-0.05,1.07,0.01,0.01,1.02,2.3,-0.2,-2.6
26.8625,44723.75999,53725,-0.05,-0.05,0.88,0.02,0.01,1.02,-1,-0.5,-0.6
26.863,44723.75999,53726,-0.05,-0.05,0.98,0.01,0.01,1.04,-2.1,0.9,-0.7
26.8635,44723.75999,53727,-0.05,-0.24,1.17,0.02,0,1.03,0.1,-0.6,2.4
26.864,44723.75999,53728,-0.15,-0.05,1.17,0.02,0.01,1.02,0.4,-1.6,-1
26.8645,44723.75999,53729,-0.15,-0.15,1.07,0.03,-0.01,1,-0.9,2.1,0.4
26.865,44723.75999,53730,-0.05,0.05,0.88,0.02,-0.01,1,0.4,-0.9,0.6
26.8655,44723.75999,53731,-0.15,-0.15,0.88,0.02,0,1.02,1.1,0.9,-1
26.866,44723.75999,53732,-0.05,0.05,0.98,0.01,0,1.01,-0.4,0.4,-0.2
26.8665,44723.75999,53733,0.15,0.05,1.17,0.01,0,1.02,1.1,1,-1
26.867,44723.75999,53734,0.05,0.15,0.78,0.01,0,1.02,-0.1,-0.2,0.4
26.8675,44723.75999,53735,-0.05,0.24,1.07,0.01,0,1,3,0.4,1
26.868,44723.75999,53736,0.24,0.15,0.88,0.01,0,1.04,-0.2,-0.6,0.6
26.8685,44723.75999,53737,-0.15,-0.15,0.98,0.01,0.01,1.03,1.8,0.7,-0.5
26.869,44723.75999,53738,-0.15,0.05,1.17,0.02,-0.01,1.02,-1.1,-0.1,-1
26.8695,44723.75999,53739,0.05,0.05,0.88,0.02,0,1.02,0.9,-2.6,-2.3
26.87,44723.75999,53740,-0.15,0.15,0.98,0.01,-0.01,1.02,-1.5,1,0.2
26.8705,44723.75999,53741,0.05,0.24,1.17,0.01,0,1.02,1.1,-1.2,1.8
26.871,44723.75999,53742,0.05,-0.05,1.07,0.01,0,1.02,0.5,-2,-1.1
26.8715,44723.75999,53743,-0.15,-0.05,1.37,0.02,0,1.01,-0.2,-2.6,-2.2
26.872,44723.75999,53744,0.05,0.54,0.98,0.01,0,1.02,0.6,0.1,-0.5
26.8725,44723.75999,53745,-0.05,-0.24,0.98,0,0.01,1.01,0.2,-2.2,1
26.873,44723.75999,53746,-0.05,-0.05,1.07,0.02,0.01,1.02,1.8,1.8,2
26.8735,44723.75999,53747,0.24,0.24,0.98,0.02,0,1.01,-0.5,0.7,0.4
26.874,44723.75999,53748,0.05,0.15,1.27,0.02,0.01,1.03,-0.9,-2.8,0.6
26.8745,44723.75999,53749,-0.05,0.24,1.07,0.04,0,1.02,-2.1,0.6,0.6
26.875,44723.75999,53750,0.05,-0.05,1.07,0.01,-0.01,1.01,1,-0.9,2.2
26.8755,44723.75999,53751,0.05,0.05,0.88,0.02,0.01,1.01,1.2,1.2,-0.4
26.876,44723.75999,53752,0.05,-0.05,0.98,0.03,0,1.03,0.7,-2.3,-0.7
26.8765,44723.75999,53753,0.15,0.15,1.07,0.02,0.01,1.02,0.4,-0.6,-2.4
26.877,44723.75999,53754,0.24,-0.05,0.78,0,0,1.01,1.6,-2.3,-0.9
26.8775,44723.75999,53755,0.24,-0.05,1.17,0.02,0.01,1.04,-0.5,-1.3,1.7
26.878,44723.75999,53756,-0.15,-0.15,0.98,0.03,0.01,1,-1.5,0.5,2.6
26.8785,44723.75999,53757,0.05,0.15,0.88,0.03,0,1.01,1.5,-0.5,-0.9
26.879,44723.75999,53758,-0.05,0.15,1.07,0.02,0.01,1.02,2.2,-1.8,1.8
26.8795,44723.75999,53759,-0.15,-0.24,1.07,0.02,0.01,1.02,3.5,0.9,-0.9
26.88,44723.75999,53760,0.24,0.24,0.88,0.01,0.01,1.02,0.9,-3,2.3
26.8805,44723.75999,53761,-0.05,-0.05,1.07,0.01,0.01,1.02,-1.5,1.1,0.7
26.881,44723.75999,53762,0.05,-0.05,0.88,0.02,0.01,1.01,-1.2,0.1,-1.6
26.8815,44723.75999,53763,0.05,0.15,0.98,0.02,0,1,-2.7,-1,0.9
26.882,44723.75999,53764,-0.05,-0.05,0.98,0.02,0,1.02,-1.1,0.6,-0.5
26.8825,44723.75999,53765,-0.05,-0.24,1.27,0.03,0,1.03,1.5,-0.7,-0.1
26.883,44723.75999,53766,-0.15,-0.15,1.17,0.02,0,1.02,0.4,1.1,0.1
26.8835,44723.75999,53767,-0.15,0.15,0.98,0.02,0.02,1.03,-0.7,0.7,-0.6
26.884,44723.75999,53768,-0.05,0.05,1.27,0.02,0,1.02,2.6,0,0.7
26.8845,44723.75999,53769,-0.05,0.15,1.07,0.01,0.01,1.02,-1.3,-0.4,-2.1
26.885,44723.75999,53770,-0.05,-0.15,1.17,0.01,0.01,1.02,2,-0.7,1.2
26.8855,44723.75999,53771,-0.15,-0.05,1.17,0.01,0.01,1,1,3.4,-1
26.886,44723.75999,53772,0.05,0.15,1.07,0.01,0,1.02,1.7,-1.2,0.1
26.8865,44723.75999,53773,-0.15,0.24,1.07,0.02,-0.01,1.02,1.1,-1.7,-1.5
26.887,44723.75999,53774,-0.05,0.05,1.27,0.02,0.01,1.01,1.2,-0.7,-1.7
26.8875,44723.75999,53775,0.15,-0.24,1.17,0.02,0.01,1.01,0.5,-1.6,-1.5
26.888,44723.75999,53776,-0.15,-0.15,1.17,0.02,0,1,0.1,1.2,0.1
26.8885,44723.75999,53777,-0.15,-0.15,0.98,0.01,0.01,1.03,0,0.5,0.9
26.889,44723.75999,53778,0.15,0.15,1.27,0.02,-0.01,1.04,1.3,0.4,-0.2
26.8895,44723.75999,53779,0.05,-0.15,1.17,0.02,0,1.03,-0.7,-1.3,-1.2
26.89,44723.75999,53780,0.15,0.15,1.07,0.02,0.02,1.03,-0.2,2.1,1.7
26.8905,44723.75999,53781,-0.05,-0.05,1.07,0.02,0,1.02,1.1,-2.3,2.7
26.891,44723.75999,53782,-0.05,-0.24,1.27,0.02,-0.01,1.01,-0.5,0.9,0.7
26.8915,44723.75999,53783,0.05,-0.05,1.07,0.02,0.01,1.03,0,0.1,1.7
26.892,44723.75999,53784,0.15,-0.15,0.98,0.01,0.02,1.01,-0.2,-4,2.1
26.8925,44723.75999,53785,-0.15,-0.15,1.17,0.02,0,1,0.7,1.3,-0.2
26.893,44723.75999,53786,-0.15,0.05,1.07,0.02,0.01,1,-3.3,-1,2.1
26.8935,44723.75999,53787,-0.15,0.24,0.88,0.01,0.01,1.03,-1,4.4,0.1
26.894,44723.75999,53788,-0.05,-0.05,1.17,0.01,0,1.01,-0.4,-2.1,-0.1
26.8945,44723.75999,53789,0.05,-0.05,0.88,0.01,0,1.02,-1.2,-0.7,1.1
26.895,44723.75999,53790,0.05,0.15,1.07,0.02,0.01,1.02,-1.1,-2.1,0.7
26.8955,44723.75999,53791,-0.05,-0.05,1.07,0.03,0,1.02,0,-1.6,-1.8
26.896,44723.75999,53792,-0.15,0.05,1.17,0.02,0.01,1.03,-1,1.2,1.1
26.8965,44723.75999,53793,-0.15,0.05,1.17,0.01,0,1.02,-3.7,-0.1,1.6
26.897,44723.75999,53794,-0.05,-0.05,1.07,0.03,0.01,1.03,0.2,-2.2,0.6
26.8975,44723.75999,53795,-0.15,0.15,0.88,0.01,-0.01,1.01,-0.4,0.6,-1
26.898,44723.75999,53796,0.24,0.15,1.07,0.01,0,1.02,1.6,0.6,1.7
26.8985,44723.75999,53797,0.05,0.15,0.88,0.01,0.01,1.03,1.7,1.2,1.6
26.899,44723.75999,53798,-0.15,-0.34,1.07,0.01,0,1.01,0.7,-1.3,2.7
26.8995,44723.75999,53799,-0.15,-0.05,1.27,0.02,0.02,1.01,-0.5,1.1,1
26.9,44723.75999,53800,-0.15,-0.05,0.98,0.01,0,1.02,-0.4,1,-2.4
26.9005,44723.75999,53801,-0.15,-0.05,0.98,0.01,-0.01,1.01,0.5,-2.1,-2.9
26.901,44723.75999,53802,0.15,-0.15,0.78,0.01,0,1.01,-0.2,3.5,-0.7
26.9015,44723.75999,53803,-0.15,-0.05,1.07,0.03,-0.02,1.01,1.6,-2.3,-1.1
26.902,44723.75999,53804,0.15,0.05,0.68,0,0,1,0.5,1.1,-2.4
26.9025,44723.75999,53805,-0.05,0.15,0.88,0.02,0,1.03,0.4,-1.6,-0.9
26.903,44723.75999,53806,-0.05,0.15,1.17,0.02,-0.01,1.04,1.6,-2.1,-1.5
26.9035,44723.75999,53807,-0.05,0.05,0.98,0.02,0.01,1.02,1.5,2,0.6
26.904,44723.75999,53808,-0.05,0.05,0.98,0.01,0.01,1.02,-0.1,-2.1,0
26.9045,44723.75999,53809,0.15,0.24,0.98,0.02,0.01,1.02,0.2,0.9,1
26.905,44723.75999,53810,-0.05,-0.05,1.17,0.02,0,1.01,1,-0.1,-1.3
26.9055,44723.75999,53811,-0.15,-0.15,0.98,0.02,0,1.03,1.5,1.5,0.9
26.906,44723.75999,53812,-0.15,-0.05,0.78,0.02,0.01,1.02,-0.6,0.1,0.2
26.9065,44723.75999,53813,0.24,-0.05,0.78,0.02,0.01,1.03,-2.3,1,-2.1
26.907,44723.75999,53814,0.05,-0.05,1.17,0.02,0,1.01,-1.5,0.6,1.5
26.9075,44723.75999,53815,0.15,0.05,1.17,0.02,0,1.03,0.2,-1.8,0.9
26.908,44723.75999,53816,-0.15,-0.15,1.07,0.03,0.01,1.01,0.7,2.7,0.7
26.9085,44723.75999,53817,0.15,-0.05,0.78,0.03,0,1.01,0,0,-0.9
26.909,44723.75999,53818,-0.15,0.15,1.07,0.01,-0.01,1,-0.4,-0.5,-0.9
26.9095,44723.75999,53819,-0.15,-0.15,1.07,0.01,0,1.03,-0.2,-0.6,0.4
26.91,44723.75999,53820,-0.05,-0.05,0.78,0.01,0,1.04,0.2,1.8,1.6
26.9105,44723.75999,53821,-0.15,0.15,1.46,0.02,0,1.03,-0.4,-1.2,0.9
26.911,44723.75999,53822,-0.05,-0.15,1.27,0.02,-0.01,1.02,2.4,-0.4,1.6
26.9115,44723.75999,53823,-0.05,0.05,0.78,0.01,0,1.01,-0.4,0.4,-1.7
26.912,44723.75999,53824,-0.05,-0.15,0.88,0.02,0.01,1.01,-1.1,-0.1,-2.4
26.9125,44723.75999,53825,0.15,-0.15,0.88,0.01,0,1.01,-0.1,-1,0.2
26.913,44723.75999,53826,0.15,-0.05,1.07,0.01,0.01,1.03,-1.2,3.3,-1.2
26.9135,44723.75999,53827,-0.05,-0.24,1.07,0.01,0,1.02,0.4,1.6,1.2
26.914,44723.75999,53828,-0.15,0.05,0.78,0.02,0.02,1.03,-0.5,1.3,-1.2
26.9145,44723.75999,53829,-0.15,-0.05,1.07,0.02,0.02,1.01,0.4,-1.6,-0.6
26.915,44723.75999,53830,0.05,0.15,0.98,0.03,0.01,1.02,1.7,-0.2,-0.2
26.9155,44723.75999,53831,0.05,-0.15,1.07,0.02,0.02,1.02,-1.1,1.3,-2.6
26.916,44723.75999,53832,0.15,-0.05,0.98,0.01,0.01,1.02,-1.7,-1.5,-0.6
26.9165,44723.75999,53833,-0.05,0.15,1.07,0.01,0.01,1.04,0.4,-0.6,-1.7
26.917,44723.75999,53834,0.15,-0.24,1.07,0.02,0.01,1.04,-0.7,2.4,-0.6
26.9175,44723.75999,53835,0.05,0.15,0.88,0.01,0,1.03,0,-1,1.6
26.918,44723.75999,53836,-0.05,-0.15,0.88,0.02,0.01,1.01,-2.3,-0.6,0.1
26.9185,44723.75999,53837,-0.15,-0.05,0.98,0,0,1.01,0.6,-1.5,0.7
26.919,44723.75999,53838,0.05,-0.05,1.27,0.02,0.01,1,-1,-1.6,-1.8
26.9195,44723.75999,53839,-0.05,-0.05,0.88,0.02,0,1.03,1.3,-0.7,0
26.92,44723.75999,53840,0.05,0.15,0.98,0.02,0.01,1.02,-0.1,-1.8,0.7
26.9205,44723.75999,53841,0.05,-0.05,0.98,0.02,0.01,1.03,-0.9,1.5,1.6
26.921,44723.75999,53842,-0.05,-0.05,1.17,0.03,0,1.03,0.5,-1.5,-3.5
26.9215,44723.75999,53843,-0.05,0.05,0.78,0.02,0,1.01,-2.4,2.1,0.1
26.922,44723.75999,53844,0.15,0.05,0.68,0.02,-0.01,1.02,0.5,1,1.7
26.9225,44723.75999,53845,-0.15,-0.15,1.46,0.02,-0.01,1.01,-1.5,-1.5,1.6
26.923,44723.75999,53846,-0.15,0.05,1.07,0.02,0.01,1.01,1,0.7,0.1
26.9235,44723.75999,53847,0.15,0.15,0.88,0.04,0.01,1.03,0.1,0.2,-1.3
26.924,44723.75999,53848,0.24,0.15,1.27,0.01,0.01,1.03,-0.2,-0.2,1.3
26.9245,44723.75999,53849,0.15,0.24,0.88,0.01,0,1.03,2.2,-1.8,-1.2
26.925,44723.75999,53850,-0.05,0.15,0.78,0.02,0,1.04,0.4,0.9,-0.1
26.9255,44723.75999,53851,-0.05,0.05,0.98,0.02,0,1.02,-1.2,0.7,0.6
26.926,44723.75999,53852,-0.15,-0.24,1.17,0.01,0.01,1.02,1.2,-0.9,0.6
26.9265,44723.75999,53853,-0.05,-0.05,0.88,0.02,0.01,1.01,0.1,-1,1
26.927,44723.75999,53854,0.15,0.15,0.98,0.01,0,1.02,-1.7,-0.7,1.7
26.9275,44723.75999,53855,-0.15,0.15,1.07,0.02,0.01,1.02,-0.2,-0.2,2.6
26.928,44723.75999,53856,-0.15,-0.15,0.88,0.01,0,1.03,-0.5,0.1,-3.9
26.9285,44723.75999,53857,0.24,-0.05,0.88,0.03,0,1.02,-1,1.1,3.2
26.929,44723.75999,53858,-0.05,-0.44,0.78,0.03,0.01,1,-0.6,1.1,1.7
26.9295,44723.75999,53859,-0.05,-0.15,0.88,0.02,0.01,1.02,-0.6,1.3,-0.1
26.93,44723.75999,53860,0.05,-0.05,1.07,0.03,-0.02,1.01,-2.4,-3.3,0.2
26.9305,44723.75999,53861,-0.05,-0.05,1.17,0.01,0,1.02,-2.8,1.1,0.5
26.931,44723.75999,53862,0.15,0.15,1.37,0.02,0,1.03,0.2,1.2,2.2
26.9315,44723.75999,53863,0.05,-0.05,0.98,0.03,0,1.04,1.6,-0.2,1.7
26.932,44723.75999,53864,-0.15,0.15,0.98,0.02,-0.02,1.03,2.1,-1.5,0.4
26.9325,44723.75999,53865,0.15,0.05,1.27,0.02,0,1.03,-1.8,0.5,-2.1
26.933,44723.75999,53866,-0.05,0.15,0.98,0.01,0,1.04,0.7,1.5,-1.7
26.9335,44723.75999,53867,0.05,0.05,0.98,0.03,-0.01,1.02,0.6,1.2,2.1
26.934,44723.75999,53868,-0.15,-0.05,1.07,0.02,0.01,1.02,1.1,-1.7,2.4
26.9345,44723.75999,53869,0.05,0.15,0.49,0.01,0,1.02,-0.4,-1.3,1.6
26.935,44723.75999,53870,0.15,-0.05,1.07,0.03,0,1.01,-0.7,-1.1,-0.5
26.9355,44723.75999,53871,-0.15,0.15,1.07,0.03,-0.01,1.03,-0.7,1.2,-1.2
26.936,44723.75999,53872,-0.05,0.15,0.88,0.02,0,1.02,-1.1,1.7,-0.7
26.9365,44723.75999,53873,0.05,0.05,0.88,0.02,0,1.02,0.9,1.3,1
26.937,44723.75999,53874,-0.15,-0.05,1.07,0.01,0,1.03,1.5,-0.1,-0.2
26.9375,44723.75999,53875,0.05,0.05,0.88,0.02,0.02,1.02,2.9,-0.4,-0.4
26.938,44723.75999,53876,-0.05,-0.05,1.07,0.02,-0.01,1.02,1.2,1.1,-0.5
26.9385,44723.75999,53877,-0.15,-0.05,0.88,0.02,0.01,1.03,0.7,0.6,-0.2
26.939,44723.75999,53878,0.15,0.15,0.98,0.03,0,1.01,-1.3,-1.6,-2.2
26.9395,44723.75999,53879,0.05,0.24,0.88,0.02,0,1.02,1.8,-0.2,-1.1
26.94,44723.75999,53880,0.15,0.24,0.98,0.03,0,1.03,0.1,1,0.9
26.9405,44723.75999,53881,-0.15,-0.15,1.17,0.01,0.01,1.01,0.7,-0.6,2.7
26.941,44723.75999,53882,-0.15,0.05,1.27,0.02,0,1,0.5,1.3,0.9
26.9415,44723.75999,53883,0.15,0.05,1.07,0.02,0.01,1.01,0.5,0.5,1.2
26.942,44723.75999,53884,0.24,0.34,0.88,0.02,-0.01,1.03,-0.9,0.9,1
26.9425,44723.75999,53885,0.15,0.05,0.78,0.02,-0.01,1.02,-1.5,-0.9,-1.2
26.943,44723.75999,53886,-0.15,0.24,0.88,0.02,0,1.02,3.7,0.6,-2.4
26.9435,44723.75999,53887,-0.05,-0.24,1.07,0.02,0,1.01,2,2.1,3.8
26.944,44723.75999,53888,-0.15,-0.05,1.27,0.02,0,1.03,1.6,0.7,0.1
26.9445,44723.75999,53889,-0.15,-0.05,1.07,0.02,-0.01,1.01,2.9,0,1.3
26.945,44723.75999,53890,0.05,-0.05,0.88,0.02,0,1,0.4,-1.7,-1.8
26.9455,44723.75999,53891,0.05,0.15,1.27,0.01,-0.01,1.02,0.5,2,2.1
26.946,44723.75999,53892,-0.15,0.05,1.17,0.01,0.01,1.03,-0.9,-0.7,2.1
26.9465,44723.75999,53893,-0.15,-0.05,1.17,0.03,0,1.04,1.7,1.3,0.2
26.947,44723.75999,53894,0.05,0.34,1.07,0.02,0,1.02,-1.5,1.6,0.1
26.9475,44723.75999,53895,0.05,0.05,1.07,0.01,-0.01,1.02,0.5,-1.5,-2.9
26.948,44723.75999,53896,0.05,-0.05,1.37,0.03,0,1.01,0.9,1.7,-2.6
26.9485,44723.75999,53897,0.15,0.15,0.98,0.01,0,1.01,1.6,-0.7,-2
26.949,44723.75999,53898,0.15,-0.15,1.17,0.02,0.01,1.01,0.4,-0.1,0.4
26.9495,44723.75999,53899,-0.05,0.24,0.88,0.01,0,1.02,0.9,-0.1,-0.7
26.95,44723.75999,53900,0.05,-0.24,1.27,0.02,-0.01,1.01,-0.5,0,-1.3
26.9505,44723.75999,53901,0.15,0.05,1.27,0.04,0.01,1.03,-0.7,2.3,-0.7
26.951,44723.75999,53902,0.05,0.15,1.27,0.03,0,1.01,-1.1,-1.3,2.2
26.9515,44723.75999,53903,-0.15,-0.05,1.17,0.02,0,1.02,-0.4,0.2,2.7
26.952,44723.75999,53904,0.15,0.05,1.07,0.03,0,1.01,-0.4,-0.1,1.3
26.9525,44723.75999,53905,0.05,-0.05,0.88,0.02,0,1.03,1.2,-0.4,-1.6
26.953,44723.75999,53906,0.05,-0.05,1.17,0.02,0,1.03,-0.9,0.4,-0.4
26.9535,44723.75999,53907,-0.05,0.15,1.07,0.02,0,1.01,1,0.4,-0.4
26.954,44723.75999,53908,-0.15,0.15,0.78,0.02,0.01,1.01,-0.4,0.6,-0.5
26.9545,44723.75999,53909,-0.15,-0.15,1.07,0.02,0.01,1.02,-1,2.4,-2.3
26.955,44723.75999,53910,-0.15,0.15,1.07,0.02,0,1.01,-1.3,2,-1.5
26.9555,44723.75999,53911,-0.15,-0.05,1.07,0.01,0,1.03,-1.5,1.2,1
26.956,44723.75999,53912,-0.15,-0.15,1.17,0.01,0,1.01,-1.5,-1.8,1.6
26.9565,44723.75999,53913,-0.05,0.15,1.17,0.03,0,1.02,-2,-0.5,-2
26.957,44723.75999,53914,-0.05,0.05,1.17,0.02,0,1.03,0.2,1.2,0
26.9575,44723.75999,53915,0.05,0.24,1.07,0.01,0.02,1.02,1.2,0.1,-0.2
26.958,44723.75999,53916,0.15,0.15,0.68,0.02,0.01,1.01,1.6,1.6,1.7
26.9585,44723.75999,53917,0.05,0.15,0.78,0.01,-0.01,1.02,2.2,-0.5,0.4
26.959,44723.75999,53918,-0.15,-0.05,0.98,0.02,0.01,1,-0.7,-0.1,-1.8
26.9595,44723.75999,53919,-0.05,-0.15,1.07,0.02,0,1.03,-1.6,-0.9,-2.1
26.96,44723.75999,53920,0.05,0.05,1.07,0.03,0.02,1.02,-0.6,1.3,1.8
26.9605,44723.75999,53921,0.05,0.34,0.88,0.01,0.01,1.02,-0.5,-1.8,2.2
26.961,44723.75999,53922,0.05,0.05,0.98,0.01,0,1.02,0.1,-0.5,-0.7
26.9615,44723.75999,53923,0.05,0.05,1.17,0.01,0,1.02,-2.4,-0.2,-0.6
26.962,44723.75999,53924,-0.05,0.05,1.17,0.02,0,1.01,0.5,-0.6,0.6
26.9625,44723.75999,53925,0.24,-0.15,1.07,0.02,0,1.04,-0.7,-2,2.7
26.963,44723.75999,53926,-0.15,-0.05,1.07,0,0,1.02,2.4,-0.1,0.1
26.9635,44723.75999,53927,0.15,0.15,0.88,0.02,0.01,1.02,-1.1,0.6,-0.4
26.964,44723.75999,53928,0.05,-0.05,0.78,0.02,0,1.02,1.2,-1.8,0.5
26.9645,44723.75999,53929,0.15,-0.05,1.27,0,0.02,1.02,0.9,0.4,1.5
26.965,44723.75999,53930,0.24,0.24,0.88,0,-0.01,1.02,-0.4,4.1,2.1
26.9655,44723.75999,53931,-0.15,0.15,0.88,0.02,0.01,1.02,1.5,-3,-2.6
26.966,44723.75999,53932,0.05,-0.05,1.27,0.02,0.01,1.02,2.4,2,0.5
26.9665,44723.75999,53933,0.05,-0.05,1.07,0.03,-0.01,1.04,0.2,-0.6,0.2
26.967,44723.75999,53934,0.05,-0.05,0.88,0.02,0,1.01,-0.6,1.1,-0.7
26.9675,44723.75999,53935,-0.05,-0.05,1.07,0.02,-0.01,1.02,-0.4,1.5,0.5
26.968,44723.75999,53936,-0.15,-0.15,1.07,0.02,0,1.02,-0.6,1.1,1.5
26.9685,44723.75999,53937,0.05,-0.05,0.98,0.02,-0.01,1.02,1.3,1.6,2.4
26.969,44723.75999,53938,-0.15,-0.05,1.17,0.01,0,1.02,-1.3,-0.6,1.5
26.9695,44723.75999,53939,-0.15,-0.15,1.07,0.02,-0.01,1.02,0.1,2.2,-0.4
26.97,44723.75999,53940,-0.05,-0.15,1.07,0.02,0,1.01,0.4,-2.6,-2.3
26.9705,44723.75999,53941,0.15,0.15,0.88,0.01,0.01,1,-1.3,-0.9,-0.5
26.971,44723.75999,53942,0.44,0.24,1.07,0.01,0.01,1.02,0.1,-1.6,-0.5
26.9715,44723.75999,53943,-0.15,-0.24,0.78,0.03,0,1.01,1.3,1.6,-1.1
26.972,44723.75999,53944,-0.05,0.05,1.07,0.01,0.01,1.03,-1.2,-1.8,-1.3
26.9725,44723.75999,53945,0.15,0.15,0.98,0.02,0.01,1.02,-1.2,0.9,-0.4
26.973,44723.75999,53946,0.24,0.15,1.17,0.02,0.01,1.03,0.7,0.9,-0.6
26.9735,44723.75999,53947,-0.05,0.15,1.07,0.02,0,1.03,-0.7,0,0.1
26.974,44723.75999,53948,0.24,-0.05,1.07,0.02,0,1.02,3.2,0.4,2.9
26.9745,44723.75999,53949,0.24,0.15,0.88,0.02,0,1.02,-0.9,-2.1,2.4
26.975,44723.75999,53950,0.15,0.15,1.17,0.02,0.01,1.02,-0.4,2.4,0.4
26.9755,44723.75999,53951,0.05,0.15,1.07,0.02,0.01,1.01,-1.2,0.7,-0.9
26.976,44723.75999,53952,-0.05,0.05,0.78,0.01,-0.01,1.02,-1.3,-0.4,0.4
26.9765,44723.75999,53953,-0.05,-0.24,0.68,0.02,0.01,1.01,1,0.1,0
26.977,44723.75999,53954,-0.05,-0.15,1.17,0.02,0,1.02,0.9,-0.7,0.7
26.9775,44723.75999,53955,-0.15,0.15,0.98,0.02,0,1.03,0.4,1.2,0.9
26.978,44723.75999,53956,0.15,0.05,0.98,0.03,0.01,1.02,0.7,-2.7,1.2
26.9785,44723.75999,53957,-0.15,-0.15,1.07,0.01,0,1.01,-1,0.5,3.5
26.979,44723.75999,53958,-0.05,-0.24,0.88,0.03,0.01,1.03,-2.1,1,-2.4
26.9795,44723.75999,53959,-0.15,-0.15,0.78,0.03,0.01,1,-2.3,-1.1,2.2
26.98,44723.75999,53960,-0.15,0.05,1.07,0.02,0.01,1.01,-0.9,-0.5,0
26.9805,44723.75999,53961,-0.05,0.05,0.88,0.02,0.01,1.01,1.6,1,-2.2
26.981,44723.75999,53962,-0.15,-0.05,0.98,0.03,0.01,1.02,0.4,0.2,-0.9
26.9815,44723.75999,53963,-0.05,-0.05,1.17,0.03,0.01,1.03,1.7,1,1.6
